Período Ocorrência,Cidade,Descrição Local,Rubrica,Cidade Veículo,Cor Veículo,Ano Modelo,Tipo Veículo,Modelo Veículo,Marca Veículo,contagem_descricaolocal,contagem_modelo_veic
DE MADRUGADA,SUZANO,Residência,"Furto qualificado (art. 155, §4o.) - VEICULO",SUZANO,Amarelo,0,MOTOCICLO,CB 300R,HONDA,1162,115
PELA MANHÃ,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Prata,0,AUTOMOVEL,FIAT SIENA ELX FLEX,I,6309,17
A TARDE,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Branco,2019,AUTOMOVEL,HB20S 1.6M COMF,HYUNDAI,22353,20
PELA MANHÃ,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,2015,CAMIONETA,ECOSPORT SE AT 2.0,FORD,22353,13
DE MADRUGADA,GUARULHOS,Residência,"Furto qualificado (art. 155, §4o.) - VEICULO",BELO HORIZONTE,Branco,0,AUTOMOVEL,ONIX 10MT JOY,CHEVROLET,1162,18
A TARDE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Prata,2019,AUTOMOVEL,GOL 1.6L MB5,VW,22353,63
PELA MANHÃ,ARUJA,Via pública,Furto (art. 155) - VEICULO,S.ISABEL,Branco,1994,AUTOMOVEL,GOL 1000,VW,22353,68
A TARDE,S.CAETANO DO SUL,Via Pública,Furto (art. 155) - VEICULO,ITAPECERICA DA SERRA,Preta,0,MOTOCICLO,FZ25 FAZER LE,YAMAHA,6309,3
DE MADRUGADA,DIADEMA,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Preta,2002,MOTOCICLO,CBX 250 TWISTER,HONDA,22353,111
A TARDE,S.CAETANO DO SUL,Via pública,Furto (art. 155) - VEICULO,S.CAETANO DO SUL,Cinza,2020,AUTOMOVEL,ONIX JOY,CHEV,22353,41
PELA MANHÃ,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Cinza,0,AUTOMOVEL,UNO ATTRACTIVE 1.0,FIAT,6309,126
PELA MANHÃ,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Preta,0,AUTOMOVEL,MOBI DRIVE,FIAT,6309,22
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,BARUERI,Cinza,2018,AUTOMOVEL,NOVO VOYAGE TL MBV,VW,22353,47
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,BARUERI,Cinza,2018,AUTOMOVEL,NOVO VOYAGE TL MBV,VW,22353,47
A TARDE,OSASCO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,2012,CAMINHONETE,MASTER CC 2.5DCI,RENAULT,22353,1
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Preta,0,MOTOCICLO,FZ25 FAZER,YAMAHA,6309,205
PELA MANHÃ,OSASCO,Via Pública,Furto (art. 155) - VEICULO,TABOÃO DA SERRA,Verde,0,AUTOMOVEL,CHEVROLET AGILE LT,I,6309,11
A NOITE,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A NOITE,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,S.BERNARDO DO CAMPO,Prata,2018,AUTOMOVEL,KA SE 1.0 HA B,FORD,22353,254
A NOITE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Prata,2018,AUTOMOVEL,KA SE 1.0 HA B,FORD,22353,254
DE MADRUGADA,DIADEMA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,2009,AUTOMOVEL,SIENA FIRE FLEX,FIAT,22353,37
A NOITE,OSASCO,Via Pública,Furto (art. 155) - VEICULO,OSASCO,Vermelho,0,AUTOMOVEL,CORSA SEDAN PREMIUM,GM,6309,9
PELA MANHÃ,SUZANO,Rodovia/Estrada,Localização/Apreensão e Entrega de veículo,,,0,,,,49,0
PELA MANHÃ,SUZANO,Rodovia/Estrada,Localização/Apreensão e Entrega de veículo,S.JOSE DOS CAMPOS,Prata,2019,AUTOMOVEL,ONIX 10MT JOYE,CHEVROLET,49,211
PELA MANHÃ,SUZANO,Rodovia/Estrada,Furto (art. 155) - VEICULO,,,0,,,,49,0
PELA MANHÃ,SUZANO,Rodovia/Estrada,Furto (art. 155) - VEICULO,S.JOSE DOS CAMPOS,Prata,2019,AUTOMOVEL,ONIX 10MT JOYE,CHEVROLET,49,211
A NOITE,TABOAO DA SERRA,Via pública,Furto (art. 155) - VEICULO,TABOÃO DA SERRA,Preta,0,AUTOMOVEL,GOL 1.6 POWER GIV,VW,22353,1
A TARDE,GUARULHOS,Comércio e serviços,Localização/Apreensão e Entrega de veículo,,,0,,,,603,0
A TARDE,GUARULHOS,Comércio e serviços,Localização/Apreensão e Entrega de veículo,S.PAULO,Azul,2022,MOTOCICLO,CG 160 FAN,HONDA,603,1278
A TARDE,GUARULHOS,Comércio e serviços,Furto (art. 155) - VEICULO,,,0,,,,603,0
A TARDE,GUARULHOS,Comércio e serviços,Furto (art. 155) - VEICULO,S.PAULO,Azul,2022,MOTOCICLO,CG 160 FAN,HONDA,603,1278
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Prata,0,AUTOMOVEL,CLIO RN 1.0 16V,RENAULT,6309,3
PELA MANHÃ,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Vermelho,2018,AUTOMOVEL,ONIX 1.4AT ACT,CHEVROLET,22353,155
A NOITE,SUZANO,Via Pública,Furto (art. 155) - VEICULO,SUZANO,Cinza,0,MOTOCICLO,PCX 150,HONDA,6309,234
A TARDE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,2012,AUTOMOVEL,HYUNDAI I30 2.0,I,22353,216
A TARDE,MOGI DAS CRUZES,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Preta,0,AUTOMOVEL,ONIX 1.4MT LT,CHEVROLET,6309,114
PELA MANHÃ,RIBEIRAO PIRES,Via Pública,Furto (art. 155) - VEICULO,RIBEIRÃO PIRES,Vermelho,0,AUTOMOVEL,IDEA ADVENTURE 1.8,FIAT,6309,48
DE MADRUGADA,S.CAETANO DO SUL,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Branco,0,AUTOMOVEL,NOVO VOYAGE TL MBV,VW,6309,47
PELA MANHÃ,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Azul,0,MOTOCICLO,NXR160 BROS ESDD,HONDA,6309,91
A TARDE,DIADEMA,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Preta,0,MOTOCICLO,XRE 300,HONDA,6309,149
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Preta,0,AUTOMOVEL,ONIX 1.4AT ACT,CHEVROLET,6309,155
A TARDE,S.BERNARDO DO CAMPO,Estacionamento público,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Branco,0,MOTOCICLO,CG 160 CARGO,HONDA,962,86
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Branco,0,AUTOMOVEL,VW SPACEFOX,I,6309,15
A TARDE,DIADEMA,Via pública,Furto (art. 155) - VEICULO,SÃO PAULO,Branco,0,AUTOMOVEL,HB20 1.0M COMFOR,HYUNDAI,22353,319
DE MADRUGADA,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,CARAPICUÍBA,Branco,0,MOTOCICLO,CG 160 CARGO,HONDA,22353,86
DE MADRUGADA,ITAPEVI,Comércio e serviços,Furto (art. 155) - VEICULO,OSASCO,Verde,1999,AUTOMOVEL,CORSA SUPER,GM,603,194
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Branco,0,AUTOMOVEL,PEUGEOT 3008 GRIFFE,I,6309,2
A NOITE,OSASCO,Estacionamento público,Furto (art. 155) - VEICULO,OSASCO,Preta,0,MOTOCICLO,CG 160 FAN,HONDA,962,1278
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,SÃO PAULO,Vermelho,0,MOTOCICLO,NXR 160 BROS,HONDA,22353,23
A NOITE,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Cinza,0,AUTOMOVEL,COROLLA XEI 20,TOYOTA,6309,5
A NOITE,OSASCO,Via Pública,Furto (art. 155) - VEICULO,OSASCO,Prata,0,AUTOMOVEL,ONIX 1.0MT LT,CHEVROLET,6309,438
A NOITE,ITAPEVI,Via Pública,Furto (art. 155) - VEICULO,ITAPEVI,Prata,0,AUTOMOVEL,KWID ZEN 10MT,RENAULT,6309,104
A NOITE,ITAQUAQUECETUBA,Via Pública,Furto (art. 155) - VEICULO,SANTA ISABEL,Prata,0,AUTOMOVEL,NOVA SAVEIRO RB MBVS,VW,6309,78
A NOITE,COTIA,Estacionamento público,Furto (art. 155) - VEICULO,CARAPICUÍBA,Prata,0,MOTOCICLO,CG150 FAN ESDI,HONDA,962,150
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SETE LAGOAS,Vermelho,0,AUTOMOVEL,VW GOL CL 1.6 MI,IMP,6309,32
A NOITE,S.CAETANO DO SUL,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Prata,0,MOTOCICLO,CB250F TWISTER CBS,HONDA,6309,77
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO CAETANO DO SUL,Vermelho,0,AUTOMOVEL,ONIX 1.4AT ACT,CHEVROLET,6309,155
PELA MANHÃ,GUARULHOS,Residência,"Furto qualificado (art. 155, §4o.) - VEICULO",GUARULHOS,Preta,0,MOTOCICLO,LANDER XTZ250,YAMAHA,1162,19
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Vermelho,0,MOTOCICLO,CG 160 TITAN,HONDA,6309,662
DE MADRUGADA,FERRAZ DE VASCONCELOS,Via pública,Furto (art. 155) - VEICULO,FERRAZ DE VASCONCELO,Branco,1998,CAMIONETA,BLAZER DLX,GM,22353,7
EM HORA INCERTA,TABOAO DA SERRA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Fantasia,2017,REBOQUE,ISIDOC CIF 501,R,22353,1
PELA MANHÃ,CARAPICUIBA,Via Pública,Furto (art. 155) - VEICULO,CARAPICUÍBA,Cinza,0,AUTOMOVEL,CHEVETTE,GM,6309,7
DE MADRUGADA,MOGI DAS CRUZES,Via Pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Prata,0,AUTOMOVEL,ESCORT L,FORD,6309,24
PELA MANHÃ,JANDIRA,Via Pública,Furto (art. 155) - VEICULO,JANDIRA,Preta,0,MOTOCICLO,CG 160 FAN,HONDA,6309,1278
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO CAETANO DO SUL,Preta,0,AUTOMOVEL,KA SE 1.0 HA,FORD,6309,170
PELA MANHÃ,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,1992,CAMIONETA,KOMBI PICK UP,VW,22353,5
PELA MANHÃ,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Prata,0,AUTOMOVEL,ARGO DRIVE 1.0,FIAT,22353,368
EM HORA INCERTA,EMBU DAS ARTES,Via pública,Furto (art. 155) - VEICULO,TABOAO DA SERRA,Prata,1997,AUTOMOVEL,CORSA WIND,GM,22353,785
PELA MANHÃ,DIADEMA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Azul,2022,MOTOCICLO,CG 160 FAN,HONDA,22353,1278
PELA MANHÃ,SUZANO,Via Pública,Furto (art. 155) - VEICULO,SUZANO,Vermelho,0,AUTOMOVEL,CORSA WIND,GM,6309,785
PELA MANHÃ,S.BERNARDO DO CAMPO,Residência,"Furto qualificado (art. 155, §4o.) - VEICULO",BAURU,Prata,2017,AUTOMOVEL,COROLLA XEI20FLEX,TOYOTA,1162,20
PELA MANHÃ,POA,Via pública,Furto (art. 155) - VEICULO,S.JOSE DOS CAMPOS,Azul,2019,MOTOCICLO,NXR160 BROS ESDD,HONDA,22353,91
PELA MANHÃ,FERRAZ DE VASCONCELOS,Via pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Prata,2017,AUTOMOVEL,MOBI LIKE,FIAT,22353,349
DE MADRUGADA,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Vermelho,0,AUTOMOVEL,CORSA WIND,GM,6309,785
DE MADRUGADA,MAUA,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Vermelho,0,MOTOCICLO,CG 125 TITAN KS,HONDA,6309,37
DE MADRUGADA,OSASCO,Via Pública,Furto (art. 155) - VEICULO,OSASCO,Fantasia,0,AUTOMOVEL,FIORINO FLEX,FIAT,6309,65
PELA MANHÃ,OSASCO,Outros,Furto (art. 155) - VEICULO,VARGEM GRANDE PAULIS,Vermelho,0,MOTOCICLO,CG 160 FAN,HONDA,645,1278
DE MADRUGADA,POA,Via pública,Furto (art. 155) - VEICULO,POA,Prata,1999,AUTOMOVEL,GOL MI,VW,22353,147
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Branco,0,AUTOMOVEL,PALIO FIRE,FIAT,6309,44
PELA MANHÃ,EMBU DAS ARTES,Via pública,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Prata,2001,AUTOMOVEL,CORSA WIND,GM,22353,785
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Cinza,0,AUTOMOVEL,206 14 PRESEN FX,PEUGEOT,6309,7
EM HORA INCERTA,SUZANO,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Preta,2020,AUTOMOVEL,UNO ATTRACTIVE 1.0,FIAT,22353,126
A NOITE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Preta,2014,AUTOMOVEL,SIENA ESSENCE 1.6,FIAT,22353,58
DE MADRUGADA,MAUA,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,MAUÁ,Branco,0,AUTOMOVEL,CORSA WIND,GM,952,785
DE MADRUGADA,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Preta,0,AUTOMOVEL,CORSA SUPER,GM,6309,194
DE MADRUGADA,MAUA,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,2021,CAMINHONETE,FIORINO HD WK E,FIAT,22353,35
DE MADRUGADA,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Branco,0,AUTOMOVEL,KWID INTENS 10MT,RENAULT,6309,52
A TARDE,GUARULHOS,Estacionamento particular,Furto (art. 155) - VEICULO,GUARULHOS,Azul,0,AUTOMOVEL,UNO MILLE EX,FIAT,381,107
A TARDE,S.BERNARDO DO CAMPO,Estacionamento público,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Prata,0,AUTOMOVEL,PRISMA 1.4MT LS,CHEV,962,2
EM HORA INCERTA,SUZANO,Via pública,Furto (art. 155) - VEICULO,ITAUNA,Branco,2021,AUTOMOVEL,GOL 1.0L MC4,VW,22353,249
PELA MANHÃ,ITAQUAQUECETUBA,Via Pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Vermelho,0,AUTOMOVEL,CORSA WIND,GM,6309,785
A TARDE,ITAQUAQUECETUBA,Via Pública,Furto (art. 155) - VEICULO,POÁ,Cinza,0,AUTOMOVEL,PALIO FIRE FLEX,FIAT,6309,62
A TARDE,S.ANDRE,Estacionamento público,Furto (art. 155) - VEICULO,SÃO PAULO,Vermelho,0,MOTOCICLO,CG 160 FAN,HONDA,962,1278
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Azul,0,MOTOCICLO,CG 160 TITAN,HONDA,6309,662
A NOITE,DIADEMA,Via Pública,Furto (art. 155) - VEICULO,DIADEMA,Preta,0,AUTOMOVEL,UNO WAY 1.0,FIAT,6309,53
DE MADRUGADA,OSASCO,Via Pública,Furto (art. 155) - VEICULO,BARUERI,Cinza,0,MOTOCICLO,CG 160 FAN,HONDA,6309,1278
A NOITE,POA,Via Pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Branco,0,AUTOMOVEL,VW JETTA 2.0T,I,6309,7
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Vermelho,0,MOTOCICLO,CG 160 TITAN,HONDA,6309,662
A NOITE,FERRAZ DE VASCONCELOS,Via Pública,Furto (art. 155) - VEICULO,SUZANO,Prata,0,AUTOMOVEL,HB20S 1.0M COMF,HYUNDAI,6309,36
A NOITE,GUARULHOS,Estacionamento público,Furto (art. 155) - VEICULO,GUARULHOS,Prata,0,AUTOMOVEL,CELTA 1.0L LS,CHEVROLET,962,26
A NOITE,MOGI DAS CRUZES,Via Pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Prata,0,AUTOMOVEL,CORSA SEDAN PREMIUM,GM,6309,9
DE MADRUGADA,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,0,AUTOMOVEL,HR-V EX CVT,HONDA,6309,42
A NOITE,S.ANDRE,Outros,Furto (art. 155) - VEICULO,MAUÁ,Preta,0,AUTOMOVEL,CORSA WIND,GM,645,785
DE MADRUGADA,DIADEMA,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Vermelho,0,MOTOCICLO,FACTOR YBR125 ED,YAMAHA,6309,26
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Branco,0,AUTOMOVEL,NOVO VOYAGE 1.6 CITY,VW,6309,6
DE MADRUGADA,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Prata,0,MOTOCICLO,CG 150 TITAN ESD,HONDA,6309,49
A NOITE,SUZANO,Via pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Azul,2003,AUTOMOVEL,CORSA CLASSIC,GM,22353,31
DE MADRUGADA,POA,Via Pública,Furto (art. 155) - VEICULO,POÁ,Preta,0,AUTOMOVEL,CORSA SUPER,GM,6309,194
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Vermelho,0,AUTOMOVEL,NOVA SAVEIRO RB MBVS,VW,6309,78
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Vermelho,2021,AUTOMOVEL,NIVUS HL TSI AD,VW,22353,63
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Prata,0,MOTOCICLO,CG150 FAN ESDI,HONDA,6309,150
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Preta,0,AUTOMOVEL,IDEA ELX FLEX,FIAT,6309,21
PELA MANHÃ,POA,Via pública,Furto (art. 155) - VEICULO,POA,Prata,2014,AUTOMOVEL,NOVO GOL 1.0 CITY,VW,22353,19
DE MADRUGADA,OSASCO,Via Pública,Furto (art. 155) - VEICULO,OSASCO,Branco,0,MOTOCICLO,XTZ250 TENERE,YAMAHA,6309,35
PELA MANHÃ,FRANCO DA ROCHA,Via Pública,Furto (art. 155) - VEICULO,FRANCISCO MORATO,Vermelho,0,MOTOCICLO,CG 150 FAN ESI,HONDA,6309,108
PELA MANHÃ,ITAQUAQUECETUBA,Via Pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Verde,0,AUTOMOVEL,PALIO EX,FIAT,6309,54
A NOITE,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Cinza,1995,AUTOMOVEL,CORSA WIND,GM,22353,785
A TARDE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Vermelho,2019,AUTOMOVEL,FOX XTREME MB,VW,22353,81
A TARDE,TABOAO DA SERRA,Estacionamento público,Furto (art. 155) - VEICULO,ITAPECERICA DA SERRA,Azul,0,MOTOCICLO,CB 300R,HONDA,962,115
DE MADRUGADA,RIBEIRAO PIRES,Via pública,Furto (art. 155) - VEICULO,RIBEIRAO PIRES,Branco,2001,AUTOMOVEL,GOL 1.0,VW,22353,105
EM HORA INCERTA,S.BERNARDO DO CAMPO,Lazer e recreação,Furto (art. 155) - VEICULO,S.ANDRE,Branco,2014,MOTOCICLO,YBR125 FACTOR ED,YAMAHA,10,7
PELA MANHÃ,OSASCO,Via Pública,Furto (art. 155) - VEICULO,OSASCO,Verde,0,AUTOMOVEL,CORSA SUPER,GM,6309,194
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Cinza,0,AUTOMOVEL,SIENA 1.0,FIAT,6309,15
A TARDE,S.ANDRE,Estacionamento público,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Branco,0,MOTOCICLO,CG 160 CARGO,HONDA,962,86
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Preta,0,AUTOMOVEL,CRETA 16A ATTITU,HYUNDAI,6309,59
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Preta,0,MOTOCICLO,FAZER YS250,YAMAHA,6309,134
DE MADRUGADA,DIADEMA,Via Pública,Furto (art. 155) - VEICULO,DIADEMA,Verde,0,AUTOMOVEL,GOL CL,VW,6309,103
DE MADRUGADA,OSASCO,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Branco,0,Não Informado,CARGO 1932 CNT,FORD,6309,1
A TARDE,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Verde,0,AUTOMOVEL,CORSA SUPER,GM,6309,194
A TARDE,OSASCO,Via Pública,Furto (art. 155) - VEICULO,OSASCO,Vermelho,0,AUTOMOVEL,FIAT PALIO ELX FLEX,I,6309,6
A TARDE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Vermelho,2017,MOTOCICLO,FAZER250 BLUEFLEX,YAMAHA,22353,18
A NOITE,S.ANDRE,Via pública,"Furto qualificado (art. 155, §4o.) - VEICULO",SANTOS,Branco,2014,AUTOMOVEL,FOX 1.6 GII,VW,22353,54
DE MADRUGADA,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.CARLOS,Preta,1994,AUTOMOVEL,UNO ELETRONIC,FIAT,22353,283
DE MADRUGADA,CARAPICUIBA,Via Pública,Furto (art. 155) - VEICULO,JANDIRA,Branco,0,AUTOMOVEL,HB20 1.0M 1.0 M,HYUNDAI,6309,89
DE MADRUGADA,RIBEIRAO PIRES,Outros,Furto (art. 155) - VEICULO,RIBEIRÃO PIRES,Vermelho,0,AUTOMOVEL,VW GOL 1.6,I,645,18
PELA MANHÃ,MAUA,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Azul,0,AUTOMOVEL,MONZA SL EFI,GM,6309,7
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Cinza,0,AUTOMOVEL,206 SELECTION,PEUGEOT,6309,4
DE MADRUGADA,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,AUTOMOVEL,GOL 1.0L MC4,VW,6309,249
A NOITE,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Vermelho,1988,AUTOMOVEL,GOL GL,VW,22353,23
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Branco,0,AUTOMOVEL,PEUGEOT 3008 GRIFFE,I,6309,2
PELA MANHÃ,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Prata,2015,AUTOMOVEL,ONIX 1.4MT LTZ,CHEVROLET,22353,102
EM HORA INCERTA,DIADEMA,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Vermelho,2012,MOTONETA,BIZ 125 ES,HONDA,22353,23
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Prata,2015,AUTOMOVEL,HB20S 1.0M COMF,HYUNDAI,22353,36
DE MADRUGADA,OSASCO,Via Pública,Furto (art. 155) - VEICULO,OSASCO,Azul,0,AUTOMOVEL,COBALT 18A LTZ,CHEVROLET,6309,135
PELA MANHÃ,SUZANO,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Cinza,2021,AUTOMOVEL,UNO ATTRACTIVE 1.0,FIAT,22353,126
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Prata,0,AUTOMOVEL,GOL CLI,VW,6309,119
EM HORA INCERTA,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,1997,AUTOMOVEL,CORSA SUPER,GM,22353,194
PELA MANHÃ,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Azul,1995,AUTOMOVEL,GOL CLI 1.8,VW,22353,24
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,POUSO ALEGRE,Branco,2020,AUTOMOVEL,RENAULT DUSTER,I,22353,5
A TARDE,FERRAZ DE VASCONCELOS,Comércio e serviços,"Furto qualificado (art. 155, §4o.) - VEICULO",POA,Branco,2005,AUTOMOVEL,CLASSIC LIFE,GM,603,29
DE MADRUGADA,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
DE MADRUGADA,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,S.BERNARDO DO CAMPO,Vermelho,2015,MOTOCICLO,CG150 FAN ESDI,HONDA,22353,150
DE MADRUGADA,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
DE MADRUGADA,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Vermelho,2015,MOTOCICLO,CG150 FAN ESDI,HONDA,22353,150
PELA MANHÃ,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,RIBEIRAO PIRES,Prata,2014,AUTOMOVEL,CELTA 1.0L LT,CHEVROLET,22353,60
PELA MANHÃ,ITAPEVI,Via pública,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Marrom,0,AUTOMOVEL,HB20 1.0M COMFOR,HYUNDAI,22353,319
DE MADRUGADA,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Prata,0,AUTOMOVEL,MOBI LIKE,FIAT,6309,349
DE MADRUGADA,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Prata,0,AUTOMOVEL,MOBI LIKE,FIAT,6309,349
PELA MANHÃ,TABOAO DA SERRA,Via pública,Furto (art. 155) - VEICULO,SÃO PAULO,Preta,0,AUTOMOVEL,HYUNDAI I30 2.0,I,22353,216
